Incident_ID,Assigned_QR_ID,Vehicle_Number,Masked_Contact,AI_Priority_Level,Emergency_Escalation,Anonymous_Notification,Communication_Status
INC0373,QR0036,TN83AB7532,98XXXX3853,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Notification Sent
INC0374,QR0222,TN36AB5727,98XXXX4919,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Pedestrian Sidewalk.,Notification Sent
INC0375,QR0128,TN82AB8647,98XXXX5278,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Notification Sent
INC0376,QR0029,TN39AB7668,98XXXX6417,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Shop Entrance.,Notification Sent
INC0377,QR0122,TN46AB3136,98XXXX6349,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Traffic Junction. Immediate attention required.,Priority Alert Sent
INC0378,QR0186,TN42AB7608,98XXXX6962,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Hospital Entrance. Immediate attention required.,Priority Alert Sent
INC0379,QR0123,TN76AB3059,98XXXX4067,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Shop Entrance.,Notification Sent
INC0380,QR0150,TN95AB8294,98XXXX9289,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near School Zone.,Notification Sent
INC0381,QR0047,TN25AB1204,98XXXX1175,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Notification Sent
INC0382,QR0026,TN11AB9593,98XXXX2079,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Commercial Complex. Immediate attention required.,Priority Alert Sent
INC0383,QR0077,TN25AB2103,98XXXX6954,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Residential Street.,Notification Sent
INC0384,QR0001,TN92AB6556,98XXXX3539,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near School Zone.,Notification Sent
INC0385,QR0057,TN67AB7566,98XXXX4257,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Commercial Complex.,Notification Sent
INC0386,QR0123,TN76AB3059,98XXXX4067,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Narrow Lane.,Notification Sent
INC0387,QR0161,TN71AB5769,98XXXX1003,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Notification Sent
INC0388,QR0259,TN60AB8385,98XXXX4852,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Narrow Lane.,Notification Sent
INC0389,QR0277,TN52AB4719,98XXXX8838,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Residential Street.,Notification Sent
INC0390,QR0299,TN89AB4588,98XXXX2972,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near School Zone. Immediate attention required.,Priority Alert Sent
INC0391,QR0159,TN80AB5194,98XXXX9649,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Apartment Gate.,Notification Sent
INC0392,QR0255,TN18AB1695,98XXXX5749,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Notification Sent
INC0393,QR0205,TN90AB1427,98XXXX2962,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Notification Sent
INC0394,QR0020,TN55AB5357,98XXXX4086,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Traffic Junction. Please respond urgently.,Notification Sent
INC0395,QR0017,TN32AB7683,98XXXX6854,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Notification Sent
INC0396,QR0125,TN12AB1145,98XXXX3476,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Commercial Complex. Immediate attention required.,Priority Alert Sent
INC0397,QR0244,TN84AB5249,98XXXX9275,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Notification Sent
INC0398,QR0261,TN69AB2835,98XXXX1712,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Notification Sent
INC0399,QR0135,TN90AB7542,98XXXX7821,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Shop Entrance.,Notification Sent
INC0400,QR0044,TN52AB6820,98XXXX9987,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Emergency Exit. Immediate attention required.,Priority Alert Sent
INC0401,QR0102,TN25AB3342,98XXXX5915,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Notification Sent
INC0402,QR0173,TN23AB5478,98XXXX6298,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Shop Entrance.,Notification Sent
INC0403,QR0273,TN95AB8308,98XXXX5062,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Emergency Exit. Immediate attention required.,Priority Alert Sent
INC0404,QR0097,TN23AB1118,98XXXX3517,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Hospital Entrance. Immediate attention required.,Priority Alert Sent
INC0405,QR0210,TN76AB9411,98XXXX6039,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near School Zone.,Notification Sent
INC0406,QR0012,TN10AB7842,98XXXX8679,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Notification Sent
INC0407,QR0141,TN62AB5071,98XXXX3870,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Apartment Gate. Immediate attention required.,Priority Alert Sent
INC0408,QR0120,TN98AB3188,98XXXX9872,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Traffic Junction. Immediate attention required.,Priority Alert Sent
INC0409,QR0274,TN68AB2251,98XXXX2817,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Narrow Lane.,Notification Sent
INC0410,QR0119,TN83AB5275,98XXXX6055,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Notification Sent
INC0411,QR0200,TN85AB6519,98XXXX9945,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Commercial Complex.,Notification Sent
INC0412,QR0269,TN36AB9430,98XXXX7862,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Traffic Junction.,Notification Sent
INC0413,QR0221,TN58AB1186,98XXXX9459,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Commercial Complex.,Notification Sent
INC0414,QR0053,TN55AB4568,98XXXX6578,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Commercial Complex.,Notification Sent
INC0415,QR0298,TN37AB1212,98XXXX9115,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Apartment Gate. Immediate attention required.,Priority Alert Sent
INC0416,QR0095,TN29AB8412,98XXXX7735,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Shop Entrance.,Notification Sent
INC0417,QR0129,TN40AB6686,98XXXX2087,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Narrow Lane.,Notification Sent
INC0418,QR0046,TN47AB6271,98XXXX2771,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Notification Sent
INC0419,QR0263,TN75AB1039,98XXXX8699,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Emergency Exit. Immediate attention required.,Priority Alert Sent
INC0420,QR0265,TN88AB8440,98XXXX3413,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Notification Sent
INC0421,QR0244,TN84AB5249,98XXXX9275,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Notification Sent
INC0422,QR0153,TN49AB1268,98XXXX4120,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Commercial Complex.,Notification Sent
INC0423,QR0146,TN39AB8432,98XXXX2866,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Emergency Exit. Immediate attention required.,Priority Alert Sent
INC0424,QR0299,TN89AB4588,98XXXX2972,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Narrow Lane. Please respond urgently.,Notification Sent
INC0425,QR0271,TN43AB7000,98XXXX5731,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Traffic Junction. Immediate attention required.,Priority Alert Sent
INC0426,QR0202,TN39AB9108,98XXXX7917,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Commercial Complex.,Notification Sent
INC0427,QR0114,TN54AB2076,98XXXX9231,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Traffic Junction. Please respond urgently.,Notification Sent
INC0428,QR0152,TN79AB7164,98XXXX3354,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Apartment Gate.,Notification Sent
INC0429,QR0136,TN97AB1195,98XXXX1995,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Notification Sent
INC0430,QR0161,TN71AB5769,98XXXX1003,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Notification Sent
INC0431,QR0283,TN37AB4042,98XXXX2837,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Notification Sent
INC0432,QR0236,TN94AB4443,98XXXX4858,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Notification Sent
INC0433,QR0270,TN98AB2354,98XXXX1834,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Traffic Junction.,Notification Sent
INC0434,QR0109,TN53AB5426,98XXXX3720,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Commercial Complex. Please respond urgently.,Notification Sent
INC0435,QR0067,TN70AB3121,98XXXX1086,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Notification Sent
INC0436,QR0237,TN35AB5148,98XXXX6210,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Hospital Entrance. Immediate attention required.,Priority Alert Sent
INC0437,QR0189,TN22AB7877,98XXXX9549,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Residential Street.,Notification Sent
INC0438,QR0049,TN73AB8266,98XXXX5663,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Notification Sent
INC0439,QR0253,TN42AB7825,98XXXX8629,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Notification Sent
INC0440,QR0219,TN91AB8396,98XXXX3638,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Shop Entrance.,Notification Sent
INC0441,QR0129,TN40AB6686,98XXXX2087,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Notification Sent
INC0442,QR0297,TN59AB7073,98XXXX8124,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Narrow Lane.,Notification Sent
INC0443,QR0018,TN54AB1346,98XXXX6937,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near School Zone.,Notification Sent
INC0444,QR0191,TN62AB3533,98XXXX2680,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Notification Sent
INC0445,QR0142,TN78AB2590,98XXXX4347,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Commercial Complex.,Notification Sent
INC0446,QR0062,TN39AB6445,98XXXX3517,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Notification Sent
INC0447,QR0277,TN52AB4719,98XXXX8838,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Commercial Complex. Immediate attention required.,Priority Alert Sent
INC0448,QR0058,TN92AB2778,98XXXX9883,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Residential Street.,Notification Sent
INC0449,QR0297,TN59AB7073,98XXXX8124,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near School Zone. Immediate attention required.,Priority Alert Sent
INC0450,QR0161,TN71AB5769,98XXXX1003,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Traffic Junction. Please respond urgently.,Notification Sent
INC0451,QR0269,TN36AB9430,98XXXX7862,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Emergency Exit. Please respond urgently.,Notification Sent
INC0452,QR0046,TN47AB6271,98XXXX2771,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Traffic Junction.,Notification Sent
INC0453,QR0173,TN23AB5478,98XXXX6298,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Narrow Lane.,Notification Sent
INC0454,QR0033,TN58AB3280,98XXXX5048,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Hospital Entrance.,Notification Sent
INC0455,QR0100,TN94AB4383,98XXXX6731,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Commercial Complex.,Notification Sent
INC0456,QR0034,TN87AB9357,98XXXX2834,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Apartment Gate.,Notification Sent
INC0457,QR0113,TN32AB5665,98XXXX1715,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Narrow Lane. Please respond urgently.,Notification Sent
INC0458,QR0112,TN63AB7538,98XXXX9137,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Notification Sent
INC0459,QR0040,TN67AB7552,98XXXX7201,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Traffic Junction.,Notification Sent
INC0460,QR0112,TN63AB7538,98XXXX9137,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Notification Sent
INC0461,QR0148,TN37AB4137,98XXXX9227,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Emergency Exit. Please respond urgently.,Notification Sent
INC0462,QR0141,TN62AB5071,98XXXX3870,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Residential Street.,Notification Sent
INC0463,QR0288,TN15AB2213,98XXXX4969,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Commercial Complex.,Notification Sent
INC0464,QR0276,TN38AB4703,98XXXX5604,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Notification Sent
INC0465,QR0066,TN15AB9605,98XXXX7608,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Notification Sent
INC0466,QR0252,TN82AB8357,98XXXX4448,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Narrow Lane. Please respond urgently.,Notification Sent
INC0467,QR0056,TN33AB8597,98XXXX5271,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Notification Sent
INC0468,QR0090,TN68AB3550,98XXXX1418,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Commercial Complex. Immediate attention required.,Priority Alert Sent
INC0469,QR0085,TN34AB9738,98XXXX9339,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Notification Sent
INC0470,QR0240,TN56AB7748,98XXXX6012,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Shop Entrance. Please respond urgently.,Notification Sent
INC0471,QR0255,TN18AB1695,98XXXX5749,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Notification Sent
INC0472,QR0244,TN84AB5249,98XXXX9275,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Commercial Complex.,Notification Sent
INC0473,QR0220,TN71AB7811,98XXXX6750,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Notification Sent
INC0474,QR0244,TN84AB5249,98XXXX9275,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Residential Street.,Notification Sent
INC0475,QR0153,TN49AB1268,98XXXX4120,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Traffic Junction.,Notification Sent
INC0476,QR0019,TN41AB2915,98XXXX9060,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Notification Sent
INC0477,QR0032,TN56AB5684,98XXXX3013,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Commercial Complex. Immediate attention required.,Priority Alert Sent
INC0478,QR0066,TN15AB9605,98XXXX7608,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Emergency Exit. Immediate attention required.,Priority Alert Sent
INC0479,QR0132,TN73AB3394,98XXXX2479,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near School Zone. Immediate attention required.,Priority Alert Sent
INC0480,QR0028,TN76AB8871,98XXXX4691,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Commercial Complex.,Notification Sent
INC0481,QR0103,TN18AB1408,98XXXX7603,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Residential Street.,Notification Sent
INC0482,QR0084,TN83AB1105,98XXXX4543,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Notification Sent
INC0483,QR0284,TN72AB3160,98XXXX2345,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Narrow Lane.,Notification Sent
INC0484,QR0251,TN83AB9885,98XXXX7033,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Pedestrian Sidewalk.,Notification Sent
INC0485,QR0257,TN66AB2150,98XXXX4115,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Residential Street.,Notification Sent
INC0486,QR0118,TN61AB7192,98XXXX8757,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Apartment Gate.,Notification Sent
INC0487,QR0247,TN22AB8092,98XXXX7726,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Notification Sent
INC0488,QR0134,TN31AB8777,98XXXX8234,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Residential Street.,Notification Sent
INC0489,QR0127,TN38AB9012,98XXXX8876,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Commercial Complex. Please respond urgently.,Notification Sent
INC0490,QR0042,TN92AB9861,98XXXX2195,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Notification Sent
INC0491,QR0170,TN27AB8200,98XXXX8146,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Residential Street.,Notification Sent
INC0492,QR0242,TN54AB6015,98XXXX3267,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Hospital Entrance.,Notification Sent
INC0493,QR0085,TN34AB9738,98XXXX9339,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Traffic Junction. Please respond urgently.,Notification Sent
INC0494,QR0260,TN33AB4803,98XXXX9520,High Priority,Standard Workflow,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Notification Sent
INC0495,QR0220,TN71AB7811,98XXXX6750,Emergency Critical,Escalation Required,[CRITICAL ALERT] Your vehicle is causing an obstruction near Apartment Gate. Immediate attention required.,Priority Alert Sent
INC0496,QR0141,TN62AB5071,98XXXX3870,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Notification Sent
INC0497,QR0247,TN22AB8092,98XXXX7726,Low Priority,Standard Workflow,[INFO] Minor obstruction reported near Shop Entrance.,Notification Sent
INC0498,QR0060,TN29AB1764,98XXXX9212,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near School Zone.,Notification Sent
INC0499,QR0022,TN72AB7050,98XXXX5575,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Commercial Complex.,Notification Sent
INC0500,QR0019,TN41AB2915,98XXXX9060,Medium Priority,Standard Workflow,[NOTICE] Your vehicle may be causing access inconvenience near Residential Street.,Notification Sent
